doro,one,two,three,delta
서울특별시 강동구 성내로6나길 27,2136,2273,2656,520 
서울특별시 강동구 성내로6다길 115,1566,1876,2368,802 
서울특별시 강동구 성내로6다길 15,2096,2855,3041,945 
서울특별시 강동구 성내로6다길 42,2465,2529,2783,318 
서울특별시 강동구 성내로8길 22,2406,2514,2632,226 
서울특별시 강동구 성안로 155,2449,2807,2562,113 
서울특별시 강동구 성안로 162,1594,1940,1740,146 
서울특별시 강동구 성안로 170,1707,2340,2202,495 
서울특별시 강동구 성안로 172,2056,2072,2627,571 
서울특별시 강동구 성안로 176,1869,2028,2174,305 
서울특별시 강동구 성안로 18,2014,1868,2030,16 
서울특별시 강동구 성안로 182,1608,1884,1881,273 
서울특별시 강동구 성안로 184,1706,1697,2282,576 
서울특별시 강동구 성안로 21,1918,2397,2564,646 
서울특별시 강동구 성안로 26,1892,1758,1861,-31 
서울특별시 강동구 성안로 54,1942,2092,2428,486 
서울특별시 강동구 성안로 66,1828,1945,2025,197 
서울특별시 강동구 성안로13길 60,1392,1671,1544,152 
서울특별시 강동구 성안로25길 15,2646,2867,3418,772 
서울특별시 강동구 성안로25길 40,1644,1517,1740,96 
서울특별시 강동구 성안로25길 6,1757,2044,2790,1033 
서울특별시 강동구 아리수로50길 50,3848,3820,5504,1656 
서울특별시 강동구 아리수로93가길 25,2220,2342,3315,1095 
서울특별시 강동구 아리수로93길 40,2318,2923,3412,1094 
서울특별시 강동구 아리수로94길 19,2225,2342,3084,859 
서울특별시 강동구 아리수로94길 72,2319,2606,3076,757 
서울특별시 강동구 아리수로97길 19,2294,2334,3193,899 
서울특별시 강동구 아리수로97길 20,2432,3186,3154,722 
서울특별시 강동구 아리수로97길 68,2338,2850,3117,779 
서울특별시 강동구 아리수로98길 25,2479,2407,3913,1434 
서울특별시 강동구 암사13길 7,1366,1567,2118,752 
서울특별시 강동구 암사19길 25,2189,2392,2741,552 
서울특별시 강동구 암사1길 9,1885,1931,1904,19 
서울특별시 강동구 암사길 109,1920,2274,2588,668 
서울특별시 강동구 양재대로 1404-10,1948,2358,2638,690 
서울특별시 강동구 양재대로 1500-25,1732,1751,2724,992 
서울특별시 강동구 양재대로 1557,2812,2689,3709,897 
서울특별시 강동구 양재대로 1706,2338,2433,3097,759 
서울특별시 강동구 양재대로101길 46,2128,2465,2334,206 
서울특별시 강동구 양재대로101길 5,1887,1556,2043,156 
서울특별시 강동구 양재대로101길 51-10,1745,2051,2062,317 
서울특별시 강동구 양재대로101길 51-16,1723,0,2013,290 
서울특별시 강동구 양재대로102길 11,2340,2336,2711,371 
서울특별시 강동구 양재대로111길 54,1652,1935,2038,386 
서울특별시 강동구 양재대로112길 17,2066,2412,2484,418 
서울특별시 강동구 양재대로112길 77,1882,1867,2721,839 
서울특별시 강동구 양재대로113길 50,1838,2111,2220,382 
서울특별시 강동구 양재대로115길 7,1802,0,2176,374 
서울특별시 강동구 양재대로121길 16,1175,0,1823,648 
서울특별시 강동구 양재대로121길 22,1868,2104,2087,219 
서울특별시 강동구 양재대로121길 26,1469,0,1415,-54 
서울특별시 강동구 양재대로121길 31,1663,1748,2043,380 
서울특별시 강동구 양재대로121길 50,1603,1948,1974,371 
서울특별시 강동구 양재대로122가길 14,1735,1925,1919,184 
서울특별시 강동구 양재대로122가길 26,1786,1747,1854,68 
서울특별시 강동구 양재대로123길 30,1983,2126,2242,259 
서울특별시 강동구 양재대로123길 31,1858,1560,2123,265 
서울특별시 강동구 양재대로124길 32,1956,1673,2041,85 
서울특별시 강동구 양재대로125길 19,1817,1670,2298,481 
서울특별시 강동구 양재대로126길 49,1566,1554,1593,27 
서울특별시 강동구 양재대로130길 13,1647,0,1981,334 
서울특별시 강동구 양재대로131가길 19,1711,1606,1921,210 
서울특별시 강동구 양재대로131길 27,1542,1686,1741,199 
서울특별시 강동구 양재대로133길 51,1924,0,2456,532 
서울특별시 강동구 양재대로134길 87,2085,2399,2919,834 
서울특별시 강동구 양재대로81길 16,2425,2648,3023,598 
서울특별시 강동구 양재대로81길 90,1683,2235,1970,287 
서울특별시 강동구 양재대로85길 55,2548,2441,2376,-172 
서울특별시 강동구 양재대로85길 60,2504,2858,2875,371 
서울특별시 강동구 양재대로87길 18,1821,0,2132,311 
서울특별시 강동구 양재대로89길 16,1861,1523,1647,-214 
서울특별시 강동구 양재대로91가길 70,1614,0,1807,193 
서울특별시 강동구 양재대로91가길 98,2273,2643,2192,-81 
서울특별시 강동구 양재대로91길 23,1587,0,2063,476 
서울특별시 강동구 양재대로91길 47,2292,2364,2065,-227 
서울특별시 강동구 양재대로91나길 44,1774,0,2580,806 
서울특별시 강동구 양재대로91나길 94,2064,0,2237,173 
서울특별시 강동구 양재대로95길 53,2034,2331,2370,336 
서울특별시 강동구 양재대로95길 60,1830,1686,2103,273 
서울특별시 강동구 양재대로95길 74,2145,1895,1993,-152 
서울특별시 강동구 양재대로96길 79,2636,3333,4041,1405 
서울특별시 강동구 양재대로98길 26,1572,1684,1814,242 
서울특별시 강동구 올림픽로 568-12,1942,1550,2039,97 
서울특별시 강동구 올림픽로 572,2370,2200,2733,363 
서울특별시 강동구 올림픽로 660,1787,1980,2141,354 
서울특별시 강동구 올림픽로 664,1904,2174,2468,564 
서울특별시 강동구 올림픽로104길 14,1898,0,2334,436 
서울특별시 강동구 올림픽로104길 32,2200,2100,2583,383 
서울특별시 강동구 올림픽로104길 41,2196,2891,3590,1394 
서울특별시 강동구 올림픽로104길 42,2224,2739,3361,1137 
서울특별시 강동구 올림픽로104길 8,1671,0,2187,516 
서울특별시 강동구 올림픽로70길 61,1746,1736,1788,42 
서울특별시 강동구 올림픽로78길 11-29,1851,0,2321,470 
서울특별시 강동구 올림픽로81길 15,2214,2442,2874,660 
서울특별시 강동구 올림픽로88길 7,1699,0,1857,158 
서울특별시 강동구 올림픽로89길 24,1359,0,1627,268 
서울특별시 강동구 올림픽로89길 39-4,2653,2884,3508,855 
서울특별시 강동구 올림픽로89길 55,2574,3169,4465,1891 
서울특별시 강동구 올림픽로89길 57,2456,3339,3476,1020 
서울특별시 강동구 올림픽로89길 58,2684,3320,3485,801 
서울특별시 강동구 올림픽로91길 25,1667,0,1596,-71 
서울특별시 강동구 올림픽로92길 61,2282,2400,3014,732 
서울특별시 강동구 올림픽로92길 7-9,1676,0,1624,-52 
서울특별시 강동구 올림픽로98가길 47,2002,2306,2146,144 
서울특별시 강동구 진황도로 100,1614,1573,1724,110 
서울특별시 강동구 진황도로 12,2438,1800,3439,1001 
서울특별시 강동구 진황도로 123,1915,0,2206,291 
서울특별시 강동구 진황도로 145,1639,0,1678,39 
서울특별시 강동구 진황도로 18,1899,2195,3503,1604 
서울특별시 강동구 진황도로 211,2162,2714,2957,795 
서울특별시 강동구 진황도로 212,2369,2900,3736,1367 
서울특별시 강동구 진황도로 47-2,2444,2769,3096,652 
서울특별시 강동구 진황도로 85,2548,2466,2466,-82 
서울특별시 강동구 진황도로 87,2612,2724,2861,249 
서울특별시 강동구 진황도로 99,1739,1888,2002,263 
서울특별시 강동구 진황도로31길 26,1969,2437,2582,613 
서울특별시 강동구 진황도로31길 6,1854,1874,1947,93 
서울특별시 강동구 진황도로49길 59,1749,0,1972,223 
서울특별시 강동구 진황도로49길 64,1693,0,1949,256 
서울특별시 강동구 진황도로61길 18,2586,2828,2821,235 
서울특별시 강동구 진황도로61길 7,2292,2603,3205,913 
서울특별시 강동구 천중로 161,1763,2228,2136,373 
서울특별시 강동구 천중로 177,1587,1638,2363,776 
서울특별시 강동구 천중로 200,2724,2635,2654,-70 
서울특별시 강동구 천중로 220,1117,0,1557,440 
서울특별시 강동구 천중로 221,1834,1522,2115,281 
서울특별시 강동구 천중로 232,1561,1624,1737,176 
서울특별시 강동구 천중로 264,2026,2854,2927,901 
서울특별시 강동구 천중로12길 17,1775,2191,2312,537 
서울특별시 강동구 천중로12길 27,1659,0,2098,439 
서울특별시 강동구 천중로17길 42-10,1538,1561,1916,378 
서울특별시 강동구 천중로21길 61,1648,1761,1760,112 
서울특별시 강동구 천중로35가길 15,1767,1830,2326,559 
서울특별시 강동구 천중로38가길 32,1540,0,1623,83 
서울특별시 강동구 천중로39길 19,1742,1739,1862,120 
서울특별시 강동구 천중로39길 19-17,1573,1554,1806,233 
서울특별시 강동구 천중로39길 22,1663,1799,2316,653 
서울특별시 강동구 천중로39길 33,1587,1834,2017,430 
서울특별시 강동구 천중로39길 69,1718,1999,2092,374 
서울특별시 강동구 천중로40길 12,1552,1441,2022,470 
서울특별시 강동구 천중로42길 53,2164,0,2441,277 
서울특별시 강동구 천중로42길 54,1627,1771,1980,353 
서울특별시 강동구 천중로42길 69,2412,2331,2586,174 
서울특별시 강동구 천중로43길 17,1869,2024,2001,132 
서울특별시 강동구 천중로44길 40,1851,1826,1936,85 
서울특별시 강동구 천중로44길 74,1846,1964,2541,695 
서울특별시 강동구 천중로44길 75,1788,1855,2728,940 
서울특별시 강동구 천중로44길 82,1850,0,2059,209 
서울특별시 강동구 천중로48길 8,1379,1864,1942,563 
서울특별시 강동구 천중로49가길 56,2137,2316,2115,-22 
서울특별시 강동구 천중로49길 11,1889,1832,1947,58 
서울특별시 강동구 천중로49길 58,1902,2104,2606,704 
서울특별시 강동구 천중로49길 76,1324,991,1347,23 
서울특별시 강동구 천중로49길 95,1664,1778,2043,379 
서울특별시 강동구 천중로50길 11-12,2136,2136,2138,2 
서울특별시 강동구 천중로50길 11-13,1427,0,1738,311 
서울특별시 강동구 천중로50길 48-12,2197,2422,2747,550 
서울특별시 강동구 천중로52길 24-1,2203,0,2258,55 
서울특별시 강동구 천중로52길 9-10,1583,0,1724,141 
서울특별시 강동구 천중로53길 6,2082,2024,2218,136 
서울특별시 강동구 천중로54길 9-14,1800,0,1994,194 
서울특별시 강동구 천중로56길 13,2140,1834,1944,-196 
서울특별시 강동구 천중로56길 41,1608,1809,1802,194 
서울특별시 강동구 천호대로 1044-12,2060,2312,2294,234 
서울특별시 강동구 천호대로 1055,2244,2741,3403,1159 
서울특별시 강동구 천호대로 1065,1850,1930,2304,454 
서울특별시 강동구 천호대로 1077,4073,4777,5646,1573 
서울특별시 강동구 천호대로 1078,1869,0,2487,618 
서울특별시 강동구 천호대로 1087,2090,2530,2748,658 
서울특별시 강동구 천호대로 1089,2613,3336,3444,831 
서울특별시 강동구 천호대로 1092,2716,2780,3051,335 
서울특별시 강동구 천호대로 1095,2061,1363,2304,243 
서울특별시 강동구 천호대로 1107,1926,2058,2408,482 
서울특별시 강동구 천호대로 1120,1472,2235,2487,1015 
서울특별시 강동구 천호대로 1132-18,1987,2114,2506,519 
서울특별시 강동구 천호대로 1152,1764,0,2517,753 
서울특별시 강동구 천호대로 1156-16,2201,0,3093,892 
서울특별시 강동구 천호대로 1162,1836,2070,2029,193 
서울특별시 강동구 천호대로 1176,2755,3138,2784,29 
서울특별시 강동구 천호대로 1231,2215,2644,2815,600 
서울특별시 강동구 천호대로 1239,2690,2321,3027,337 
서울특별시 강동구 천호대로 1240,2258,2148,3024,766 
서울특별시 강동구 천호대로162길 34,1969,2188,2213,244 
서울특별시 강동구 천호대로162길 35,2018,2625,2458,440 
서울특별시 강동구 천호대로162길 73,1956,2378,2678,722 
서울특별시 강동구 천호대로167길 26,3642,3559,3397,-245 
서울특별시 강동구 천호대로168길 25,2002,2972,3275,1273 
서울특별시 강동구 천호대로168길 51,2435,2725,3593,1158 
서울특별시 강동구 천호대로168길 58,2040,2777,3246,1206 
서울특별시 강동구 천호대로170길 13,1775,1944,2167,392 
서울특별시 강동구 천호대로173길 50,1478,0,1810,332 
서울특별시 강동구 천호대로174길 16,3271,3105,2940,-331 
서울특별시 강동구 천호대로174길 36,1834,0,2420,586 
서울특별시 강동구 천호대로174길 53,1794,0,2539,745 
서울특별시 강동구 천호대로175길 10,2891,2732,2582,-309 
서울특별시 강동구 천호대로175길 16,2853,2774,2906,53 
서울특별시 강동구 천호대로175길 42,3024,2835,2835,-189 
서울특별시 강동구 천호대로177길 55,1548,1455,1513,-35 
서울특별시 강동구 천호대로177길 9,2622,2185,2393,-229 
서울특별시 강동구 천호대로182길 12-6,1534,1476,1804,270 
서울특별시 강동구 천호대로186길 23-9,1448,0,1455,7 
서울특별시 강동구 천호대로188길 26,1804,2139,2287,483 
서울특별시 강동구 천호대로193길 26,1930,1833,1853,-77 
서울특별시 강동구 천호대로193길 37,2293,2823,3857,1564 
서울특별시 강동구 천호대로197길 70,1545,2147,2054,509 
서울특별시 강동구 천호대로197길 84,1823,1770,2100,277 
서울특별시 강동구 천호대로198길 36,2496,3222,3230,734 
서울특별시 강동구 천호대로199길 40,1610,1971,2197,587 
서울특별시 강동구 천호옛12길 27,2599,2689,2732,133 
서울특별시 강동구 천호옛14길 28-39,2043,2310,2613,570 
서울특별시 강동구 천호옛길 30,2118,2642,3381,1263 
서울특별시 강동구 천호옛길 41,2041,0,2483,442 
서울특별시 강동구 천호옛길 43,1957,0,2526,569 
서울특별시 강동구 풍성로 114-1,2555,2882,3194,639 
서울특별시 강동구 풍성로 127,2811,3307,3772,961 
서울특별시 강동구 풍성로 128,2417,3009,3381,964 
서울특별시 강동구 풍성로 191,1722,2119,2916,1194 
서울특별시 강동구 풍성로 196,2784,2524,3136,352 
서울특별시 강동구 풍성로 197,1632,0,2104,472 
서울특별시 강동구 풍성로 203,2333,2673,3282,949 
서울특별시 강동구 풍성로 239,1933,0,2100,167 
서울특별시 강동구 풍성로 91,1952,0,2901,949 
서울특별시 강동구 풍성로37길 54,2172,2763,3323,1151 
서울특별시 강동구 풍성로37길 55,2055,2104,2829,774 
서울특별시 강동구 풍성로38길 22,2902,2951,3475,573 
서울특별시 강동구 풍성로51길 8,2817,2870,2739,-78 
서울특별시 강동구 풍성로52길 15,2173,0,2392,219 
서울특별시 강동구 풍성로52길 41,1485,1932,2164,679 
서울특별시 강동구 풍성로53길 40,2075,1843,2555,480 
서울특별시 강동구 풍성로54길 12-11,2376,2390,2776,400 
서울특별시 강동구 풍성로54길 7,2404,2569,2408,4 
서울특별시 강동구 풍성로55길 52,1680,1875,1956,276 
서울특별시 강동구 풍성로55길 6,2040,2044,2332,292 
서울특별시 강동구 풍성로56길 15,1456,1669,1669,213 
서울특별시 강동구 풍성로61길 10-14,1528,0,1794,266 
서울특별시 강동구 풍성로65길 29,1784,2096,2656,872 
서울특별시 강동구 풍성로65길 34,2433,2676,3515,1082 
서울특별시 강북구 4.19로 19-10,976,1348,1149,173 
서울특별시 강북구 4.19로11길 16,946,1098,1101,155 
서울특별시 강북구 4.19로1길 33,1150,0,1192,42 
서울특별시 강북구 4.19로9길 17,1642,1931,1682,40 
서울특별시 강북구 노해로8길 16,1595,0,1867,272 
서울특별시 강북구 노해로8길 22,1912,1912,1912,0 
서울특별시 강북구 덕릉로 12,733,699,564,-169 
서울특별시 강북구 덕릉로 76,2241,2299,2465,224 
서울특별시 강북구 덕릉로41길 12,1708,2092,2231,523 
서울특별시 강북구 덕릉로41길 15,1883,2190,2252,369 
서울특별시 강북구 도봉로 157,1086,1500,1635,549 
서울특별시 강북구 도봉로 261,1453,1351,1233,-220 
서울특별시 강북구 도봉로 290,2654,2584,2523,-131 
서울특별시 강북구 도봉로 352,1546,1778,1724,178 
서울특별시 강북구 도봉로20가길 7,1196,0,1386,190 
서울특별시 강북구 도봉로20길 29,1616,1761,2436,820 
